"","precip","solar","air","vapor",""
"438"," 9.8","164.3"," 16.1","17.0","0.119833333333333"
"439"," 4.6","181.9"," 14.3","13.4","0.13021875"
"440"," 0.7","183.8"," 14.0","12.2","0.136802083333333"
"441"," 7.3","274.5"," 11.9"," 8.9","0.1338125"
"442"," 0.0","191.4"," 14.9","10.5","0.130145833333333"
"443"," 0.5","239.5"," 16.3","11.5","0.12575"
"444"," 0.0","192.2"," 17.2","11.6","0.121729166666667"
"445"," 4.4","142.0"," 16.0","13.9","0.118177083333333"
"446"," 5.8","204.7"," 14.1","11.9","0.121260416666667"
"447"," 2.4","191.2"," 12.3"," 8.2","0.124979166666667"
"448"," 0.2","136.5"," 10.4"," 7.6","0.12365625"
"449"," 3.9","207.3"," 11.1","10.6","0.1225"
"450","15.0","125.7"," 10.6","10.2","0.161875"
"451"," 0.0","257.0","  9.1"," 8.5","0.172052083333333"
"452"," 0.0","240.2"," 14.3","10.0","0.166208333333333"
"453"," 8.2"," 51.0"," 19.4","21.8","0.159802083333333"
"454","12.5","108.0"," 19.2","21.7","0.1613125"
"455"," 5.2","127.9"," 15.5","14.6","0.183979166666667"
"456","5.0","32.3","9.1","9.7","0.176416666666667"
"457","0.5","131.6","12.1","11.8","0.172020833333333"
"458","3.3","137.3","13.0","13.9","0.167520833333333"
"459"," 1.9","147.2","  7.1"," 7.5","0.17984375"
"460"," 0.0","229.2","  7.5"," 6.8","0.177822916666667"
"461","29.2"," 38.4"," 11.3","13.2","0.205375"
"462"," 0.2","228.0","  9.6"," 8.6","0.200208333333333"
"463"," 0.2","150.7"," 14.1","10.9","0.1908125"
"464"," 0.8","107.2"," 18.2","17.5","0.183895833333333"
"465"," 2.0","110.3"," 17.0","14.4","0.180510416666667"
"466"," 0.0","229.6","  8.0"," 7.3","0.181125"
"467"," 0.1","143.2","  8.9"," 7.6","0.176291666666667"
"468"," 0.0","226.6"," 10.5"," 8.7","0.171677083333333"
"469"," 0.1","215.6"," 15.0","10.4","0.16628125"
"470"," 4.5"," 81.0","  8.1"," 9.1","0.178114583333333"
"471"," 0.0","212.7","  7.0"," 6.4","0.18478125"
"472"," 0.0","206.3"," 15.4","11.7","0.179125"
"473"," 3.2","135.3"," 18.7","18.7","0.173104166666667"
"474"," 7.2","163.3"," 17.4","18.9","0.175041666666667"
"475"," 2.4"," 72.9","  7.8"," 7.7","0.185625"
"476"," 0.6"," 76.4","  6.0"," 6.4","0.185572916666667"
"477"," 0.0","206.5","  5.5"," 6.5","0.182864583333333"
"478"," 0.5"," 28.0","  7.3"," 8.7","0.178739583333333"
"479"," 0.2"," 38.1"," 12.0","13.0","0.174489583333333"
"480"," 1.1"," 70.8"," 13.2","12.8","0.170822916666667"
"481"," 0.0","186.6","  9.8","10.3","0.167510416666667"
"482"," 0.0","181.8"," 17.6","15.7","0.163427083333333"
"483"," 0.4"," 70.8"," 12.9","11.1","0.15896875"
"484"," 0.4","130.7"," 10.3"," 9.5","0.156114583333333"
"485"," 4.4"," 64.3"," 12.5","12.8","0.153083333333333"
"486"," 4.8","115.2","  6.7"," 8.1","0.191677083333333"
"487","-0.0","175.9","7.2","7.4","0.190479166666667"
"488","-0.0","149.6","7.6","9.7","0.184625"
"489"," 0.0","170.1"," 11.2","10.1","0.179291666666667"
"490","14.9"," 38.7","  7.9"," 9.1","0.177614583333333"
"491"," 0.0","140.5","  6.3"," 6.0","0.200927083333333"
"492","14.3"," 30.6","  2.9"," 7.1","0.2091875"
"493"," 0.1","144.8","  0.8"," 3.7","0.21025"
"494"," 3.3"," 58.6","  3.7"," 7.4","0.205270833333333"
"495"," 0.0","155.1","  7.3"," 9.9","0.203260416666667"
"496"," 0.9"," 74.1"," 14.5","10.8","0.196760416666667"
"497","19.9"," 31.6"," 11.8","13.5","0.202572916666667"
"498"," 4.6"," 58.5","  5.7"," 8.0","0.22115625"
"499"," 0.0","141.3","  3.5"," 6.0","0.209739583333333"
"500"," 0.0","146.9","  1.9"," 6.1","0.2025"
"501"," 0.0","142.4","  2.2"," 6.8","0.197802083333333"
"502"," 0.4"," 42.2","  4.9"," 7.9","0.193520833333333"
"503"," 3.1"," 42.3","  8.0"," 9.8","0.190104166666667"
"504"," 8.1"," 16.6","  8.8","11.0","0.208125"
"505"," 3.2"," 61.9","  4.8"," 8.1","0.21596875"
"506"," 2.1"," 46.9","  0.8"," 5.7","0.221072916666667"
"507"," 0.1","121.6"," -2.6"," 3.4","0.217760416666667"
"508"," 0.0","123.4"," -2.9"," 3.2","0.210708333333333"
"509"," 0.0","128.2"," -2.3"," 4.1","0.205989583333333"
"510"," 0.0","123.5"," -1.2"," 5.3","0.2018125"
"511"," 0.0","122.3","  1.5"," 5.9","0.198072916666667"
"512"," 0.0","120.7","  2.0"," 6.3","0.194864583333333"
"513"," 0.0","115.0","  1.5"," 6.4","0.19165625"
"514"," 0.9"," 29.4","  3.9"," 7.6","0.189270833333333"
"515"," 0.5"," 76.1"," -0.4"," 4.8","0.18865625"
"516"," 0.1"," 90.8"," -2.9"," 3.8","0.187354166666667"
"517","-0.0","109.3","-1.9","4.6","0.18578125"
"518","6.6","32.6","4.7","7.5","0.184416666666667"
"519","7.4","6.9","5.9","9.2","0.215854166666667"
"520"," 0.5"," 65.0"," -1.1"," 5.0","0.216020833333333"
"521"," 6.1"," 15.1"," -0.6"," 5.4","0.211"
"522"," 2.7"," 67.0"," -3.0"," 4.2","0.206864583333333"
"523"," 0.1"," 29.1"," -0.1"," 4.2","0.203625"
"524"," 9.2"," 10.4"," -1.5"," 5.1","0.200614583333333"
"525"," 4.9"," 15.7"," -4.4"," 3.8","0.198177083333333"
"526"," 2.6"," 26.7"," -4.7"," 4.0","0.196104166666667"
"527"," 2.3"," 60.7"," -5.9"," 3.4","0.19415625"
"528"," 1.2"," 72.9"," -8.8"," 2.7","0.1924375"
"529"," 7.5","  7.0"," -4.1"," 3.9","0.19046875"
"530"," 6.4"," 56.7"," -7.9"," 2.9","0.189041666666667"
"531"," 1.0"," 60.9"," -9.0"," 2.7","0.18728125"
"532"," 0.1"," 76.6","-12.5"," 2.0","0.185385416666667"
"533"," 0.0"," 77.9"," -3.3"," 4.2","0.183604166666667"
"534"," 0.0"," 53.0"," -4.1"," 4.1","0.181958333333333"
"535"," 0.0"," 54.2"," -2.7"," 4.8","0.18040625"
"536"," 0.5"," 22.4","  1.7"," 6.6","0.178947916666667"
"537"," 1.2"," 16.0","  2.2"," 7.0","0.17946875"
"538"," 1.1"," 23.1"," -1.1"," 5.1","0.192697916666667"
"539"," 0.2"," 58.8"," -3.9"," 4.0","0.198416666666667"
"540"," 4.6","  8.0"," -0.1"," 5.6","0.198375"
"541"," 1.1"," 53.1"," -4.5"," 4.0","0.197635416666667"
"542"," 0.3"," 26.7","  0.1"," 5.3","0.196333333333333"
"543"," 1.9"," 46.2"," -3.9"," 3.7","0.1948125"
"544"," 9.1","  7.8"," -7.0"," 3.0","0.1934375"
"545"," 1.5"," 30.1"," -7.7"," 2.6","0.191697916666667"
"546"," 0.8"," 65.4","-10.1"," 2.3","0.189760416666667"
"547","10.3","  5.5","  2.7"," 6.0","0.187979166666667"
"548","1.7","45.7","-6.4","3.0","0.1866875"
"549","1.3","24.6","-0.4","4.3","0.18540625"
"550"," 2.2"," 13.0"," -5.0"," 3.9","0.184104166666667"
"551"," 0.3"," 50.6","-16.4"," 1.4","0.1825"
"552"," 0.1"," 60.4","-21.2"," 0.9","0.18071875"
"553"," 5.4","  7.8"," -7.1"," 3.1","0.179239583333333"
"554"," 1.4"," 56.2","-20.4"," 0.9","0.1778125"
"555"," 0.1"," 57.0","-20.4"," 1.0","0.176395833333333"
"556"," 0.4"," 40.9","-16.2"," 1.3","0.174875"
"557","15.2","  6.9"," -7.8"," 2.8","0.173520833333333"
"558"," 0.3"," 24.9"," -8.5"," 2.8","0.172177083333333"
"559"," 0.5"," 33.0"," -7.2"," 3.4","0.170770833333333"
"560"," 1.4"," 14.9"," -8.6"," 2.5","0.169260416666667"
"561"," 0.1"," 49.0","-12.9"," 2.0","0.167739583333333"
"562"," 0.3"," 27.6","-15.4"," 1.5","0.166354166666667"
"563"," 0.7"," 30.3","-15.2"," 1.5","0.164979166666667"
"564"," 0.1"," 39.8","-14.4"," 1.7","0.163427083333333"
"565"," 3.0","  8.8"," -3.2"," 4.0","0.16209375"
"566"," 3.7"," 44.9","-17.2"," 1.3","0.1608125"
"567"," 2.2"," 13.9","-12.3"," 1.8","0.159541666666667"
"568"," 5.9"," 14.8","-20.8"," 0.9","0.158072916666667"
"569"," 0.1"," 56.7","-29.2"," 0.4","0.15671875"
"570"," 2.8"," 13.0","-25.2"," 0.6","0.15528125"
"571"," 1.3"," 33.9","-16.5"," 1.7","0.153833333333333"
"572","17.5","  5.6"," -9.7"," 2.6","0.152333333333333"
"573"," 1.6"," 40.1","-22.7"," 0.7","0.150552083333333"
"574"," 0.0"," 59.6","-30.8"," 0.3","0.148760416666667"
"575"," 0.0"," 59.5","-34.4"," 0.2","0.146958333333333"
"576"," 0.0"," 60.1","-31.9"," 0.3","0.145229166666667"
"577"," 2.3"," 14.2","-15.6"," 1.7","0.14315625"
"578","2.5","52.2","-16.0","1.4","0.141197916666667"
"579","0.0","55.8","-16.6","1.4","0.139166666666667"
"580","13.2","5.4","-1.1","5.5","0.13721875"
"581"," 4.2"," 55.2","-18.8"," 1.1","0.151208333333333"
"582"," 3.3"," 14.0","-21.3"," 0.9","0.15365625"
"583"," 1.0"," 41.7","-14.5"," 1.6","0.152197916666667"
"584"," 0.2"," 40.0","-21.6"," 0.9","0.150677083333333"
"585"," 0.1"," 60.6","-23.6"," 0.7","0.149114583333333"
"586"," 0.0"," 61.7","-20.7"," 0.8","0.1473125"
"587"," 0.0"," 61.9","-14.9"," 1.5","0.14553125"
"588"," 0.5"," 29.3"," -9.6"," 2.5","0.1434375"
"589"," 0.1"," 34.8","-16.0"," 1.3","0.141322916666667"
"590"," 4.5"," 17.5","-10.7"," 2.2","0.139125"
"591"," 0.2"," 61.5","-18.5"," 1.1","0.136947916666667"
"592"," 0.0"," 54.6","-16.9"," 1.0","0.13484375"
"593","20.8","  1.6","  3.9"," 7.6","0.13278125"
"594"," 8.3"," 53.0","-12.8"," 2.3","0.130697916666667"
"595"," 0.2"," 60.5","-21.1"," 0.8","0.129010416666667"
"596"," 0.1"," 75.3","-26.1"," 0.5","0.127791666666667"
"597"," 0.0"," 68.7","-31.1"," 0.3","0.126677083333333"
"598"," 0.0"," 77.5","-30.5"," 0.3","0.125552083333333"
"599"," 3.9"," 13.5","-18.5"," 1.0","0.123927083333333"
"600"," 0.5"," 76.4","-27.4"," 0.5","0.12209375"
"601"," 0.0"," 81.7","-31.9"," 0.3","0.11971875"
"602"," 0.1"," 49.6","-32.8"," 0.3","0.116677083333333"
"603"," 0.0"," 84.1","-31.7"," 0.3","0.11296875"
"604"," 1.6"," 18.2","-17.9"," 1.2","0.10740625"
"605"," 0.2"," 87.7","-25.1"," 0.6","0.0999166666666667"
"606"," 0.0"," 90.3","-31.3"," 0.3","0.0930208333333333"
"607"," 0.0"," 89.2","-30.7"," 0.4","0.0857291666666667"
"608"," 0.0"," 78.7","-20.8"," 0.8","0.0785625"
"609","0.7","51.9","-8.8","2.2","0.0714583333333333"
"610","0.2","93.5","-19.9","1.0","0.0663854166666667"
"611","0.0","85.3","-16.3","1.2","0.0632395833333333"
"612"," 1.0"," 75.2","-10.3"," 2.4","0.0612083333333333"
"613"," 0.0"," 83.9"," -6.2"," 3.4","0.06021875"
"614"," 0.2"," 79.1"," -4.0"," 3.5","0.059875"
"615"," 0.5"," 45.9"," -1.3"," 4.7","0.06"
"616"," 0.1"," 92.2"," -6.1"," 3.3","0.06075"
"617"," 0.0"," 76.6","  1.3"," 4.1","0.06209375"
"618"," 4.5","  6.1"," -1.1"," 4.9","0.0636979166666667"
"619"," 4.4"," 13.5"," -7.9"," 2.9","0.06571875"
"620"," 0.1","115.9","-16.9"," 1.3","0.06834375"
"621"," 0.0","110.9","-18.1"," 1.2","0.0712916666666667"
"622"," 0.0","117.6","-17.5"," 1.2","0.073125"
"623"," 0.9"," 48.5","-10.9"," 2.2","0.0728333333333333"
"624"," 0.3","115.7","-16.4"," 1.3","0.0707708333333333"
"625"," 4.6"," 76.8","-12.0"," 2.0","0.0683645833333333"
"626","13.9"," 42.4"," -0.8"," 5.0","0.0660729166666667"
"627"," 0.2"," 90.3","-12.0"," 2.1","0.0644791666666667"
"628"," 0.1","100.6","-17.4"," 1.2","0.0638854166666667"
"629"," 0.2","134.4","-22.7"," 0.7","0.0639270833333333"
"630"," 0.6"," 82.4","-22.3"," 0.7","0.0638229166666667"
"631"," 0.0","143.5","-25.8"," 0.5","0.0636458333333333"
"632"," 1.0"," 63.3","-17.9"," 0.9","0.06296875"
"633"," 1.5"," 70.4","-13.8"," 1.6","0.06184375"
"634"," 0.1","129.7","-18.6"," 1.0","0.0605625"
"635"," 0.0","147.8","-21.7"," 0.7","0.0594270833333333"
"636"," 0.0","153.7","-20.7"," 0.7","0.05846875"
"637"," 0.0","156.0","-19.4"," 0.8","0.05746875"
"638"," 0.0","158.3","-17.4"," 1.0","0.0567083333333333"
"639"," 0.0","135.4","-17.7"," 0.9","0.0558541666666667"
"640"," 0.0"," 74.4","-11.4"," 1.0","0.0551145833333333"
"641"," 0.2","125.0","-13.8"," 1.3","0.0542916666666667"
"642"," 0.4","127.6","-16.4"," 1.1","0.054"
"643"," 0.6","123.1","-13.3"," 1.5","0.05375"
"644"," 0.1","142.1","-13.4"," 1.4","0.0535"
"645"," 1.1","135.8","-16.9"," 1.0","0.0535"
"646"," 0.4","120.8","-21.6"," 0.7","0.0535"
"647"," 1.5","180.3","-19.4"," 0.8","0.0535"
"648"," 2.1"," 96.8","-21.0"," 0.7","0.05325"
"649"," 0.8","136.4","-18.9"," 0.9","0.0527708333333333"
"650"," 0.6","126.5","-13.7"," 1.6","0.0521041666666667"
"651"," 0.4","132.9"," -7.9"," 2.6","0.0518229166666667"
"652"," 1.9","127.8"," -5.9"," 2.8","0.0515"
"653"," 0.6"," 98.8"," -6.9"," 2.6","0.0515"
"654"," 0.4"," 78.3"," -6.6"," 3.0","0.0515"
"655"," 2.4","109.4"," -5.2"," 3.3","0.0515"
"656"," 0.1","161.6"," -6.9"," 2.8","0.0515"
"657"," 0.1","150.2"," -6.6"," 2.8","0.0521875"
"658"," 0.2","149.8"," -5.0"," 3.2","0.0525"
"659"," 0.0","194.0"," -3.7"," 3.4","0.0525833333333333"
"660"," 0.0","198.2"," -6.1"," 3.2","0.05340625"
"661"," 0.8","148.3"," -5.8"," 3.4","0.0535625"
"662"," 0.3","202.3"," -7.2"," 2.5","0.0545"
"663"," 0.0","179.0"," -3.2"," 2.9","0.0546041666666667"
"664"," 3.5","223.5","-12.7"," 1.5","0.0555"
"665"," 0.0","224.2"," -6.9"," 2.0","0.0555208333333333"
"666"," 0.5","172.9"," -0.4"," 3.6","0.05640625"
"667"," 0.0","132.4"," -0.4"," 4.6","0.0565208333333333"
"668","-0.0","219.6","-1.1","4.3","0.0570729166666667"
"669","-0.0","231.8","1.4","3.9","0.0599583333333333"
"670","-0.0","216.1","5.1","4.2","0.06396875"
"671"," 5.9"," 21.2","  1.2"," 6.3","0.0740208333333333"
"672"," 0.6","198.4"," -2.1"," 3.6","0.0815"
"673","14.3"," 16.2","  0.8"," 6.2","0.0839479166666667"
"674"," 6.9"," 42.4","  0.9"," 6.3","0.0931458333333333"
"675"," 1.7","250.1","  1.8"," 3.8","0.0958229166666667"
"676"," 0.1","241.9"," -0.4"," 4.5","0.099375"
"677"," 0.0","176.1"," -0.8"," 3.9","0.0995625"
"678"," 0.1","201.6"," -2.9"," 3.5","0.102625"
"679"," 0.2","160.7"," -0.8"," 4.1","0.104375"
"680"," 0.8","266.2"," -4.3"," 2.6","0.107604166666667"
"681"," 0.0","276.3"," -4.5"," 2.7","0.111520833333333"
"682"," 0.0","271.5"," -1.4"," 3.1","0.115083333333333"
"683"," 0.0","260.0","  1.9"," 4.3","0.120322916666667"
"684"," 0.0","283.1"," -2.5"," 2.6","0.134125"
"685"," 0.0","287.5"," -1.1"," 3.3","0.143802083333333"
"686"," 0.0","287.1","  6.1"," 4.4","0.158354166666667"
"687"," 0.0","278.6","  5.0"," 5.0","0.181854166666667"
"688"," 0.0","282.3","  2.4"," 3.5","0.193947916666667"
"689"," 3.5"," 79.8","  6.0"," 7.8","0.200229166666667"
"690"," 0.6","285.1"," -2.1"," 2.4","0.207947916666667"
"691"," 0.0","308.5"," -3.3"," 1.8","0.20184375"
"692"," 0.0","234.1","  1.5"," 3.2","0.199708333333333"
"693"," 0.0","271.0","  1.3"," 3.4","0.1988125"
"694"," 5.6"," 28.4","  4.3"," 7.6","0.210375"
"695","11.0"," 15.6","  5.9"," 9.2","0.230333333333333"
"696"," 1.0","243.5","  6.1"," 6.4","0.2244375"
"697"," 3.8","164.5","  8.3"," 8.7","0.233677083333333"
"698","12.2"," 21.6","  2.3"," 7.2","0.234895833333333"
"699","7.1","70.1","0.8","6.4","0.223552083333333"
"700","2.3","178.2","4.0","6.9","0.2315"
"701"," 5.7","163.4","  4.5"," 6.6","0.238416666666667"
"702"," 4.5","180.5","  3.0"," 6.4","0.22615625"
"703"," 2.6","244.3","  3.0"," 5.8","0.23046875"
"704"," 1.1","267.3","  4.4"," 4.7","0.22490625"
"705"," 0.5","261.4","  7.4"," 5.1","0.22365625"
"706"," 0.0","304.0"," 10.9"," 5.9","0.22003125"
"707"," 0.0","248.0"," 11.4"," 7.1","0.219541666666667"
"708"," 0.0","322.1"," 12.1"," 6.8","0.219"
"709"," 3.0"," 69.7"," 10.2"," 9.6","0.217916666666667"
"710"," 1.0","220.2"," 17.0","10.5","0.216322916666667"
"711"," 5.8"," 59.1","  2.6"," 6.4","0.216291666666667"
"712"," 0.0","337.4"," -2.0"," 2.0","0.2049375"
"713"," 0.0","322.8","  1.3"," 2.7","0.197979166666667"
"714"," 0.0"," 88.7","  3.3"," 3.4","0.193270833333333"
"715"," 3.2"," 49.4","  6.9"," 8.0","0.19"
"716"," 7.0","161.7","  7.0"," 9.7","0.18671875"
"717","11.5"," 58.5","  3.9"," 7.8","0.2221875"
"718"," 0.7","220.3","  6.4"," 6.5","0.212770833333333"
"719"," 0.6","265.0","  9.6"," 8.0","0.200729166666667"
"720"," 0.9","247.7","  9.8"," 9.1","0.192395833333333"
"721"," 0.1","228.4"," 10.3"," 8.7","0.185739583333333"
"722"," 0.0","313.7","  9.8"," 7.3","0.179447916666667"
"723"," 0.8","104.5","  9.2"," 8.7","0.172989583333333"
"724"," 0.0","348.3"," 14.0"," 7.0","0.167177083333333"
"725"," 0.0","338.9"," 16.1"," 8.5","0.160895833333333"
"726"," 0.0","348.4"," 14.4"," 7.0","0.154635416666667"
"727"," 1.2","272.4"," 13.2"," 8.2","0.148583333333333"
"728"," 3.4","159.0"," 12.0","11.7","0.1434375"
"729","0.0","239.0","14.7","11.5","0.139270833333333"
"730","1.0","279.6","15.3","12.5","0.13440625"
"731","1.9","256.7","16.0","13.7","0.129177083333333"
"732"," 0.0","342.0"," 18.1","11.5","0.124020833333333"
"733"," 0.0","335.3"," 20.8","10.2","0.118614583333333"
"734"," 0.0","280.8"," 21.0","10.8","0.112833333333333"
"735"," 0.0","272.1"," 17.7","10.5","0.1073125"
"736"," 0.3","238.1"," 15.3"," 8.3","0.10253125"
"737","32.8"," 76.0"," 16.2","17.5","0.116291666666667"
"738"," 7.7","100.0"," 14.2","12.5","0.151802083333333"
"739"," 0.0","361.4"," 10.3"," 6.2","0.1558125"
"740"," 0.5","260.8"," 15.1","11.4","0.15221875"
"741","11.4","317.3"," 20.5","17.7","0.146989583333333"
"742"," 0.0","331.0"," 22.9","15.3","0.141333333333333"
"743","15.6","128.4"," 20.9","24.2","0.13590625"
"744"," 1.8","243.7"," 21.4","20.6","0.17475"
"745"," 2.9","208.8"," 18.3","19.2","0.17296875"
"746","35.0"," 19.2"," 12.9","14.8","0.183854166666667"
"747","17.7"," 19.9"," 10.0","12.1","0.205427083333333"
"748"," 1.1","109.4"," 11.2","10.0","0.196572916666667"
"749"," 0.0","300.0"," 15.4","10.6","0.187375"
"750"," 0.0","351.5"," 18.2","11.0","0.178447916666667"
"751"," 0.5","314.9"," 20.6","15.5","0.170677083333333"
"752","10.0","277.2"," 17.7","15.0","0.193427083333333"
"753"," 0.0","352.2"," 11.1"," 6.9","0.187791666666667"
"754"," 0.1","170.1"," 14.7","10.9","0.179604166666667"
"755"," 3.6","189.1"," 22.1","17.1","0.176666666666667"
"756"," 9.0","286.5"," 19.2","15.6","0.0407708333333333"
"757"," 0.0","303.1"," 17.3","12.8","0"
"758"," 0.0","339.3"," 24.3","15.5","0"
"759"," 1.8","285.6"," 24.7","21.6","0"
"760","4.0","315.5","16.5","11.2","0.0504791666666667"
"761","-0.0","349.6","19.4","11.6","0.164253541666667"
"762"," 9.0","241.6"," 18.6","18.5","0.171751875"
"763"," 1.8","273.3"," 12.4"," 7.8","0.188097291666667"
"764"," 0.0","316.2"," 20.2","11.0","0.191998333333333"
"765"," 0.6","256.4"," 20.1","14.0","0.189791666666667"
"766"," 1.8","224.0"," 15.7","11.4","0.173760416666667"
"767"," 0.0","355.9"," 16.4"," 9.1","0.139770833333333"
"768"," 0.0","351.4"," 19.5","12.1","0.115817708333333"
"769"," 0.0","349.4"," 21.6","13.6","0.113416666666667"
"770"," 0.0","337.3"," 22.7","12.0","0.108307291666667"
"771"," 1.4","276.0"," 23.5","13.3","0.102911458333333"
"772"," 0.0","335.5"," 24.6","13.8","0.0975729166666667"
"773"," 0.0","339.2"," 25.3","15.5","0.0922916666666667"
"774"," 8.4","256.7"," 21.6","21.8","0.0873541666666667"
"775"," 2.3","318.3"," 19.5","13.5","0.084"
"776"," 0.0","339.1"," 21.3","13.3","0.0799166666666667"
"777"," 0.0","330.0"," 24.2","14.4","0.0754583333333333"
"778"," 0.0","250.8"," 25.7","18.2","0.070953125"
"779"," 9.3","147.8"," 22.3","23.9","0.0679479166666667"
"780"," 8.4","213.9"," 18.2","18.0","0.0746614583333333"
"781"," 0.0","340.7"," 16.3"," 9.0","0.074875"
"782"," 6.0","165.7"," 18.9","13.8","0.0724791666666667"
"783"," 0.0","278.8"," 15.6","10.1","0.06990625"
"784"," 0.8","272.4"," 14.7","10.1","0.0675364583333333"
"785"," 0.1","283.6"," 16.1","10.1","0.065234375"
"786","16.8","160.8"," 18.0","18.3","0.07528125"
"787"," 2.2"," 80.0"," 16.3","17.3","0.077453125"
"788"," 1.3","217.8"," 12.6"," 9.6","0.07678125"
"789"," 0.1","257.0"," 15.1"," 9.4","0.0752239583333333"
"790","8.3","168.1","13.0","12.0","0.074125"
"791","0.1","218.3","12.7","9.2","0.0752447916666667"
"792","0.6","188.0","14.2","11.2","0.0740364583333333"
"793","11.3","150.5"," 15.7","16.2","0.0759479166666667"
"794"," 7.0","203.9"," 17.3","15.1","0.00859375"
"795"," 0.0","313.8"," 16.4","11.2","0.040578125"
"796"," 3.0","138.0"," 18.9","16.5","0.094640625"
"797","10.3","213.7"," 15.7","14.1","0.0950052083333333"
"798"," 0.0","300.9"," 18.5","11.2","0.095484375"
"799"," 8.2","223.5"," 18.1","16.3","0.09253125"
"800"," 0.1","264.3"," 17.4","15.7","0.0895208333333333"
"801"," 9.0"," 82.1"," 19.0","18.2","0.0870260416666667"
"802"," 0.0","195.2"," 15.1","13.9","0.085234375"
"803"," 2.3","220.3"," 13.8","11.4","0.08671875"
"804"," 0.2","215.3"," 15.0","11.3","0.0854010416666667"
"805"," 2.0","251.9"," 16.6","13.8","0.0833854166666667"
"806"," 0.1","217.4"," 13.5","10.3","0.0812708333333333"
"807"," 0.1","194.7"," 14.9","11.1","0.0789375"
"808"," 5.5","184.0"," 14.4","13.0","0.0767916666666667"
"809"," 0.4","173.0"," 11.0"," 8.5","0.077984375"
"810"," 0.0","226.7"," 10.1"," 8.0","0.0768072916666667"
"811"," 0.0","202.7"," 13.3","11.0","0.0750416666666667"
"812"," 9.5"," 65.0"," 14.9","15.2","0.073234375"
"813"," 9.7","143.8"," 15.4","16.2","0.0730104166666667"
"814"," 8.9","117.9"," 12.1","13.7","0.0750833333333333"
"815"," 0.1","210.3"," 12.4","10.2","0.0942916666666667"
"816"," 0.0","223.5"," 14.4","12.1","0.0939895833333333"
"817"," 0.0","268.0"," 14.9","11.7","0.0915729166666667"
"818"," 0.0","262.3"," 16.5","12.5","0.088859375"
"819"," 0.0","251.5"," 18.7","13.5","0.0862864583333333"
"820","10.3"," 78.9"," 17.3","17.5","0.0839947916666667"
"821","1.2","184.3","17.5","15.5","0.08278125"
"822","11.3","136.7","16.6","18.4","0.08590625"
"823","10.3","120.3","15.5","17.4","0.105348958333333"
"824"," 3.7","111.0"," 15.9","15.5","0.128078125"
"825"," 6.2","151.7"," 14.7","15.2","0.121697916666667"
"826"," 1.6","113.0"," 12.5","11.8","0.132786458333333"
"827"," 0.0","200.3","  9.2"," 7.9","0.12346875"
"828"," 0.0","228.2"," 11.6"," 9.5","0.118494791666667"
"829"," 0.0","224.9"," 17.3","13.0","0.114677083333333"
"830"," 2.9","174.4"," 17.5","15.7","0.104104166666667"
"831"," 0.3","159.2"," 11.7","10.1","0.108359375"
"832"," 0.4","150.1","  8.4"," 7.8","0.106276041666667"
"833"," 0.0","219.3","  8.4"," 8.4","0.104208333333333"
"834"," 3.5"," 99.6"," 16.9","14.7","0.10775"
"835"," 5.2","176.5"," 14.7","14.0","0.128145833333333"
"836"," 3.1","144.2"," 20.2","19.7","0.125703125"
"837"," 9.1","133.1"," 17.8","18.3","0.126026041666667"
"838"," 1.9","185.7"," 11.3","10.2","0.136046875"
"839"," 0.0","205.6","  9.9"," 9.2","0.128651041666667"
"840"," 0.0","205.0"," 10.7","10.5","0.123619791666667"
"841"," 0.1","168.7"," 13.6","11.0","0.119473958333333"
"842"," 1.6","147.1","  8.0"," 8.6","0.124390625"
"843","14.1","  8.6","  6.7"," 9.4","0.135484375"
"844"," 3.8","106.8","  8.5","10.0","0.134354166666667"
"845"," 3.1"," 56.8","  9.6","11.6","0.138484375"
"846"," 0.6"," 97.9","  6.5"," 6.9","0.135942708333333"
"847"," 0.0","172.0","  5.9"," 6.7","0.132645833333333"
"848"," 3.4"," 24.5","  9.2","10.2","0.129005208333333"
"849"," 0.1","102.6","  7.5"," 8.8","0.127427083333333"
"850"," 3.0","121.2","  6.6"," 8.3","0.127661458333333"
"851"," 0.0","141.8"," 11.4"," 9.8","0.131536458333333"
"852","34.9","2.2","7.2","10.1","0.147864583333333"
"853","1.6","118.5","6.1","7.4","0.155088541666667"
"854"," 1.6","125.8"," 11.6","11.0","0.149046875"
"855"," 0.0","151.6"," 11.3","12.6","0.145208333333333"
"856"," 0.0","161.3"," 17.1","14.9","0.139635416666667"
"857"," 4.0"," 25.1"," 14.8","14.7","0.143588541666667"
"858","12.6","  3.7","  6.2"," 9.3","0.159078125"
"859"," 5.1"," 54.9"," 12.2","12.8","0.167619791666667"
"860"," 2.8"," 93.0","  3.2"," 6.0","0.161729166666667"
"861"," 0.2"," 99.9","  1.9"," 4.8","0.15321875"
"862"," 0.0","158.0","  3.1"," 6.0","0.148234375"
"863"," 0.0","138.8","  3.8"," 7.7","0.14434375"
"864"," 0.0","150.2","  4.0"," 6.9","0.141208333333333"
"865"," 0.0","148.9","  5.1"," 7.0","0.135333333333333"
"866","10.3"," 38.7","  6.6"," 8.1","0.135921875"
"867"," 3.0"," 38.1","  8.6","11.0","0.15978125"
"868"," 5.0","  6.5","  9.6","11.8","0.156947916666667"
"869","12.3","  7.3","  8.2","10.5","0.1691875"
